Time,Open,High,Low,Close
2024.04.24.12:50,6.97777,6.97785,6.97599,6.97691
2024.04.24.12:55,6.97695,6.97749,6.97528,6.97577
2024.04.24.13:00,6.9757,6.97598,6.97396,6.97396
2024.04.24.13:05,6.97394,6.97397,6.97265,6.97362
2024.04.24.13:10,6.97368,6.97404,6.97316,6.97389
2024.04.24.13:15,6.97388,6.97433,6.97282,6.97325
2024.04.24.13:20,6.97331,6.97347,6.97206,6.97246
2024.04.24.13:25,6.97246,6.97383,6.97226,6.97289
2024.04.24.13:30,6.97293,6.9739,6.97214,6.97364
2024.04.24.13:35,6.97376,6.97378,6.97239,6.97242
2024.04.24.13:40,6.97242,6.97369,6.97209,6.9724
2024.04.24.13:45,6.97241,6.97342,6.97238,6.97312
2024.04.24.13:50,6.97313,6.97344,6.9726,6.97294
2024.04.24.13:55,6.97294,6.97294,6.9711,6.97227
2024.04.24.14:00,6.97226,6.97272,6.97175,6.97224
2024.04.24.14:05,6.97223,6.97394,6.97223,6.97378
2024.04.24.14:10,6.97376,6.97551,6.97356,6.97551
2024.04.24.14:15,6.97556,6.97583,6.97479,6.9757
2024.04.24.14:20,6.97563,6.97593,6.97429,6.97515
2024.04.24.14:25,6.97515,6.97526,6.97397,6.9751
2024.04.24.14:30,6.97513,6.97806,6.97513,6.97759
2024.04.24.14:35,6.97752,6.97795,6.97638,6.97699
2024.04.24.14:40,6.97715,6.97725,6.97493,6.97493
2024.04.24.14:45,6.97503,6.9752,6.97361,6.97427
2024.04.24.14:50,6.97421,6.97501,6.9737,6.97387
2024.04.24.14:55,6.9739,6.97435,6.97356,6.97401
2024.04.24.15:00,6.97405,6.97473,6.97213,6.97274
2024.04.24.15:05,6.97268,6.97275,6.96919,6.96955
2024.04.24.15:10,6.96962,6.96981,6.96777,6.96787
2024.04.24.15:15,6.96812,6.96853,6.96786,6.96809
2024.04.24.15:20,6.96814,6.96828,6.96677,6.96746
2024.04.24.15:25,6.96746,6.96752,6.96541,6.96575
2024.04.24.15:30,6.96584,6.96664,6.96553,6.9666
2024.04.24.15:35,6.9666,6.96834,6.9666,6.96813
2024.04.24.15:40,6.96808,6.96867,6.96733,6.96867
2024.04.24.15:45,6.96883,6.96939,6.96795,6.96853
2024.04.24.15:50,6.96855,6.96911,6.96841,6.96856
2024.04.24.15:55,6.96851,6.96971,6.96794,6.96926
2024.04.24.16:00,6.96925,6.97077,6.96925,6.96984
2024.04.24.16:05,6.96984,6.97129,6.96984,6.97083
2024.04.24.16:10,6.97093,6.97136,6.9707,6.97117
2024.04.24.16:15,6.97127,6.97179,6.97112,6.97177
2024.04.24.16:20,6.97177,6.97177,6.97122,6.97131
2024.04.24.16:25,6.97131,6.97146,6.97067,6.97102
2024.04.24.16:30,6.97088,6.97106,6.97041,6.97101
2024.04.24.16:35,6.971,6.9713,6.97075,6.9713
2024.04.24.16:40,6.97119,6.97144,6.97087,6.97131
2024.04.24.16:45,6.97126,6.97135,6.97043,6.97051
2024.04.24.16:50,6.97069,6.97083,6.97028,6.97083
2024.04.24.16:55,6.9705,6.97074,6.96945,6.97074
2024.04.24.17:00,6.97076,6.97247,6.96913,6.96913
2024.04.24.17:05,6.96931,6.97105,6.96931,6.97065
2024.04.24.17:10,6.97064,6.9707,6.9699,6.97061
2024.04.24.17:15,6.9706,6.97117,6.96984,6.97073
2024.04.24.17:20,6.97087,6.97102,6.97041,6.97095
2024.04.24.17:25,6.97082,6.97152,6.97038,6.97126
2024.04.24.17:30,6.97127,6.97163,6.97064,6.97147
2024.04.24.17:35,6.97147,6.97147,6.9709,6.97114
2024.04.24.17:40,6.97094,6.97134,6.97079,6.97091
2024.04.24.17:45,6.97099,6.9718,6.97076,6.97151
2024.04.24.17:50,6.97162,6.97211,6.97076,6.97133
2024.04.24.17:55,6.97179,6.97179,6.97083,6.97117
2024.04.24.18:00,6.97117,6.97216,6.96901,6.97212
2024.04.24.18:05,6.9721,6.9738,6.97203,6.9738
2024.04.24.18:10,6.97377,6.97378,6.97293,6.97301
2024.04.24.18:15,6.97297,6.97301,6.9723,6.97235
2024.04.24.18:20,6.97236,6.97246,6.97229,6.97236
2024.04.24.18:25,6.97236,6.97236,6.97185,6.97221
2024.04.24.18:30,6.97222,6.9723,6.97182,6.97216
2024.04.24.18:35,6.97222,6.97244,6.97214,6.97235
2024.04.24.18:40,6.97231,6.97247,6.97206,6.97243
2024.04.24.18:45,6.97241,6.97241,6.97186,6.97188
2024.04.24.18:50,6.9718,6.97209,6.9718,6.97201
2024.04.24.18:55,6.97201,6.97227,6.97155,6.97173
2024.04.24.19:00,6.97173,6.97179,6.9714,6.97174
2024.04.24.19:05,6.97173,6.97214,6.97169,6.97193
2024.04.24.19:10,6.97207,6.97207,6.97159,6.97189
2024.04.24.19:15,6.97188,6.97223,6.97181,6.97211
2024.04.24.19:20,6.97208,6.97225,6.97182,6.97225
2024.04.24.19:25,6.97224,6.97233,6.97194,6.97194
2024.04.24.19:30,6.97184,6.97186,6.97151,6.9718
2024.04.24.19:35,6.97178,6.97184,6.97133,6.97159
2024.04.24.19:40,6.97151,6.97183,6.97145,6.97154
2024.04.24.19:45,6.97149,6.97173,6.97143,6.97152
2024.04.24.19:50,6.97158,6.97158,6.9709,6.9709
2024.04.24.19:55,6.97085,6.97089,6.97004,6.97004
2024.04.24.20:00,6.96993,6.96996,6.96845,6.96856
2024.04.24.20:05,6.96862,6.96862,6.96761,6.96791
2024.04.24.20:10,6.96789,6.96877,6.96773,6.96793
2024.04.24.20:15,6.96792,6.96836,6.96726,6.96736
2024.04.24.20:20,6.96735,6.96907,6.96734,6.96903
2024.04.24.20:25,6.96911,6.97078,6.96911,6.97027
2024.04.24.20:30,6.97018,6.97027,6.9687,6.9691
2024.04.24.20:35,6.96911,6.96959,6.96823,6.96825
2024.04.24.20:40,6.96827,6.96873,6.96728,6.96857
2024.04.24.20:45,6.96871,6.96956,6.96788,6.96795
2024.04.24.20:50,6.96802,6.96872,6.96736,6.96736
2024.04.24.20:55,6.96763,6.96866,6.96753,6.96806
2024.04.24.21:00,6.96806,6.96875,6.96671,6.96842
2024.04.24.21:05,6.96832,6.96947,6.96776,6.96922
2024.04.24.21:10,6.96912,6.97168,6.96903,6.97164
2024.04.24.21:15,6.97164,6.97209,6.96942,6.96962
2024.04.24.21:20,6.96974,6.97063,6.96713,6.96758
2024.04.24.21:25,6.96745,6.96745,6.96559,6.96564
2024.04.24.21:30,6.9657,6.96572,6.96438,6.96511
2024.04.24.21:35,6.9651,6.96576,6.96434,6.96449
2024.04.24.21:40,6.96455,6.96556,6.96455,6.9655
2024.04.24.21:45,6.96549,6.96666,6.96548,6.96584
2024.04.24.21:50,6.96568,6.96595,6.96518,6.96549
2024.04.24.21:55,6.9654,6.96551,6.96478,6.96551
2024.04.24.22:00,6.96551,6.96687,6.96494,6.965
2024.04.24.22:05,6.96499,6.96591,6.96491,6.96564
2024.04.24.22:10,6.96572,6.96628,6.96504,6.96582
2024.04.24.22:15,6.96593,6.96702,6.96573,6.967
2024.04.24.22:20,6.96699,6.96736,6.96609,6.96638
2024.04.24.22:25,6.96645,6.96682,6.96617,6.96649
2024.04.24.22:30,6.96654,6.96654,6.96538,6.96579
2024.04.24.22:35,6.96579,6.9665,6.96579,6.96611
2024.04.24.22:40,6.96609,6.96644,6.96537,6.96538
2024.04.24.22:45,6.96543,6.9655,6.96477,6.96483
2024.04.24.22:50,6.96484,6.96516,6.96436,6.96512
2024.04.24.22:55,6.96512,6.96591,6.9648,6.96578
2024.04.24.23:00,6.96575,6.96605,6.96543,6.96551
2024.04.24.23:05,6.96572,6.96664,6.96569,6.96664
2024.04.24.23:10,6.96657,6.96827,6.96652,6.96745
2024.04.24.23:15,6.96754,6.9676,6.96701,6.96726
2024.04.24.23:20,6.96733,6.96771,6.96723,6.96738
2024.04.24.23:25,6.96732,6.96751,6.96578,6.96594
2024.04.24.23:30,6.96604,6.96715,6.96604,6.96713
2024.04.24.23:35,6.9671,6.96781,6.96692,6.9672
2024.04.24.23:40,6.96744,6.96748,6.96686,6.96713
2024.04.24.23:45,6.96701,6.96763,6.96696,6.9676
2024.04.24.23:50,6.9675,6.96754,6.96728,6.9674
2024.04.24.23:55,6.96751,6.96751,6.96644,6.96676
2024.04.25.00:00,6.96675,6.96718,6.96663,6.96704
2024.04.25.00:05,6.96694,6.96722,6.96679,6.9671
2024.04.25.00:10,6.96711,6.96711,6.96603,6.96607
2024.04.25.00:15,6.96608,6.96643,6.96608,6.96612
2024.04.25.00:20,6.96614,6.96621,6.96561,6.96566
2024.04.25.00:25,6.96571,6.96582,6.96568,6.96577
2024.04.25.00:30,6.96572,6.9664,6.96572,6.96624
2024.04.25.00:35,6.96625,6.9663,6.96567,6.96569
2024.04.25.00:40,6.96572,6.96572,6.96414,6.96419
2024.04.25.00:45,6.96425,6.96444,6.9641,6.96429
2024.04.25.00:50,6.96432,6.96487,6.96432,6.96469
2024.04.25.00:55,6.9647,6.96501,6.96421,6.96467
2024.04.25.01:00,6.96459,6.96521,6.9643,6.96517
2024.04.25.01:05,6.96513,6.96514,6.96467,6.96488
2024.04.25.01:10,6.96495,6.96501,6.96438,6.96482
2024.04.25.01:15,6.96476,6.96548,6.96457,6.965
2024.04.25.01:20,6.96499,6.96499,6.96436,6.96446
2024.04.25.01:25,6.96447,6.96491,6.96447,6.96491
2024.04.25.01:30,6.96485,6.96485,6.96437,6.96485
2024.04.25.01:35,6.96484,6.96501,6.96409,6.96427
2024.04.25.01:40,6.96431,6.96443,6.9635,6.96376
2024.04.25.01:45,6.96376,6.96389,6.96338,6.96345
2024.04.25.01:50,6.96341,6.96341,6.9626,6.96275
2024.04.25.01:55,6.96273,6.96338,6.96202,6.96262
2024.04.25.02:00,6.96261,6.96314,6.96213,6.96251
2024.04.25.02:05,6.9625,6.9629,6.96207,6.96239
2024.04.25.02:10,6.96234,6.96234,6.95978,6.95989
2024.04.25.02:15,6.96005,6.96061,6.95828,6.9584
2024.04.25.02:20,6.95832,6.95898,6.95711,6.9573
2024.04.25.02:25,6.95732,6.95767,6.95586,6.95632
2024.04.25.02:30,6.95633,6.95649,6.95523,6.95546
2024.04.25.02:35,6.95545,6.9562,6.95384,6.95384
2024.04.25.02:40,6.9538,6.95458,6.9524,6.95458
2024.04.25.02:45,6.95464,6.95773,6.95456,6.9562
2024.04.25.02:50,6.95621,6.95653,6.95453,6.95503
2024.04.25.02:55,6.95487,6.95719,6.9543,6.95713
2024.04.25.03:00,6.95708,6.9588,6.9558,6.95831
2024.04.25.03:05,6.95832,6.96114,6.95832,6.96032
2024.04.25.03:10,6.96033,6.96283,6.95999,6.96158
2024.04.25.03:15,6.96162,6.96301,6.96011,6.9618
2024.04.25.03:20,6.96165,6.96179,6.96065,6.96091
2024.04.25.03:25,6.96092,6.96132,6.95956,6.9611
2024.04.25.03:30,6.96105,6.96117,6.95804,6.95883
2024.04.25.03:35,6.95881,6.95984,6.95801,6.95881
2024.04.25.03:40,6.95877,6.96059,6.95842,6.95977
2024.04.25.03:45,6.95967,6.96185,6.95944,6.96003
2024.04.25.03:50,6.95997,6.9603,6.95698,6.95704
2024.04.25.03:55,6.95701,6.95714,6.95517,6.95685
2024.04.25.04:00,6.95686,6.95742,6.95392,6.95404
2024.04.25.04:05,6.95407,6.95503,6.95377,6.95389
2024.04.25.04:10,6.95388,6.95449,6.95172,6.95387
2024.04.25.04:15,6.95388,6.95487,6.95334,6.95421
2024.04.25.04:20,6.95427,6.95583,6.95347,6.95548
2024.04.25.04:25,6.95553,6.95566,6.95388,6.95481
2024.04.25.04:30,6.95479,6.95483,6.95249,6.95296
2024.04.25.04:35,6.95296,6.95382,6.95214,6.95238
2024.04.25.04:40,6.95235,6.95382,6.95235,6.95299
2024.04.25.04:45,6.95299,6.95369,6.95195,6.95237
2024.04.25.04:50,6.95253,6.95401,6.95244,6.95254
2024.04.25.04:55,6.95253,6.95403,6.95245,6.95359
2024.04.25.05:00,6.95361,6.9556,6.95294,6.95319
2024.04.25.05:05,6.95323,6.95408,6.95292,6.9538
2024.04.25.05:10,6.95381,6.95452,6.95323,6.95372
2024.04.25.05:15,6.95364,6.9551,6.95356,6.95463
2024.04.25.05:20,6.95464,6.95673,6.95438,6.95644
2024.04.25.05:25,6.95641,6.95644,6.95431,6.95554
2024.04.25.05:30,6.95557,6.95633,6.95329,6.95334
2024.04.25.05:35,6.95331,6.95609,6.95331,6.95471
2024.04.25.05:40,6.95496,6.95507,6.95242,6.95242
2024.04.25.05:45,6.95242,6.95279,6.95206,6.95252
2024.04.25.05:50,6.95251,6.95454,6.95251,6.95375
2024.04.25.05:55,6.95375,6.95457,6.95326,6.95328
2024.04.25.06:00,6.95328,6.95435,6.95189,6.95329
2024.04.25.06:05,6.95321,6.95428,6.95285,6.95296
2024.04.25.06:10,6.95302,6.95384,6.95285,6.95285
2024.04.25.06:15,6.95296,6.95322,6.9517,6.9525
2024.04.25.06:20,6.95241,6.95248,6.95123,6.95229
2024.04.25.06:25,6.95227,6.95369,6.95227,6.9529
2024.04.25.06:30,6.95293,6.95302,6.95166,6.953
2024.04.25.06:35,6.95299,6.95441,6.95299,6.95392
2024.04.25.06:40,6.95401,6.95502,6.95357,6.95502
2024.04.25.06:45,6.95503,6.95505,6.95367,6.9544
2024.04.25.06:50,6.9544,6.95531,6.95361,6.95467
2024.04.25.06:55,6.95466,6.95603,6.95434,6.95446
2024.04.25.07:00,6.95458,6.95616,6.95451,6.95514
2024.04.25.07:05,6.95512,6.95525,6.95408,6.95427
2024.04.25.07:10,6.95425,6.95487,6.95413,6.95487
2024.04.25.07:15,6.95478,6.95583,6.9546,6.9546
2024.04.25.07:20,6.95456,6.95456,6.95138,6.95151
2024.04.25.07:25,6.95143,6.95241,6.95124,6.95196
2024.04.25.07:30,6.95203,6.95455,6.95203,6.95451
2024.04.25.07:35,6.95459,6.95669,6.95445,6.95599
2024.04.25.07:40,6.95597,6.95873,6.9557,6.95819
2024.04.25.07:45,6.9582,6.95938,6.95723,6.95759
2024.04.25.07:50,6.95755,6.95827,6.95755,6.95818
2024.04.25.07:55,6.95818,6.95914,6.95734,6.95734
2024.04.25.08:00,6.95741,6.9588,6.95723,6.95809
2024.04.25.08:05,6.95805,6.95837,6.95686,6.95782
2024.04.25.08:10,6.9579,6.95891,6.9579,6.95847
2024.04.25.08:15,6.95837,6.96122,6.95837,6.96101
2024.04.25.08:20,6.9611,6.96114,6.95825,6.96114
2024.04.25.08:25,6.96112,6.96113,6.9587,6.95934
2024.04.25.08:30,6.95932,6.97342,6.94467,6.96866
2024.04.25.08:35,6.96851,6.97605,6.96525,6.97587
2024.04.25.08:40,6.97596,6.97703,6.97135,6.976
2024.04.25.08:45,6.97598,6.97943,6.97346,6.97537
2024.04.25.08:50,6.97532,6.97963,6.97438,6.97764
2024.04.25.08:55,6.97775,6.97863,6.97316,6.97533
2024.04.25.09:00,6.97533,6.97698,6.97029,6.97491
2024.04.25.09:05,6.97533,6.97903,6.97533,6.97879
2024.04.25.09:10,6.97883,6.98429,6.97871,6.98319
2024.04.25.09:15,6.98318,6.98342,6.97818,6.97933
2024.04.25.09:20,6.97933,6.98009,6.97474,6.97529
2024.04.25.09:25,6.97529,6.98039,6.97482,6.97835
2024.04.25.09:30,6.97847,6.98211,6.97811,6.97892
2024.04.25.09:35,6.97899,6.9791,6.97448,6.97474
2024.04.25.09:40,6.97472,6.9778,6.9698,6.9698
2024.04.25.09:45,6.96996,6.97304,6.96863,6.97281
2024.04.25.09:50,6.97283,6.97452,6.97091,6.97293
2024.04.25.09:55,6.97293,6.97338,6.96668,6.96863
2024.04.25.10:00,6.96859,6.97435,6.96805,6.97342
2024.04.25.10:05,6.97348,6.97451,6.97118,6.9728
2024.04.25.10:10,6.97272,6.97286,6.96548,6.96592
2024.04.25.10:15,6.96593,6.96593,6.95885,6.96097
2024.04.25.10:20,6.96093,6.96197,6.95857,6.95932
2024.04.25.10:25,6.95936,6.96016,6.95751,6.95991
2024.04.25.10:30,6.9598,6.96121,6.95629,6.95972
2024.04.25.10:35,6.9597,6.9597,6.95622,6.95672
2024.04.25.10:40,6.95665,6.96219,6.9563,6.96016
2024.04.25.10:45,6.96007,6.9609,6.95834,6.9609
2024.04.25.10:50,6.96084,6.96306,6.95874,6.96261
2024.04.25.10:55,6.9626,6.96306,6.96109,6.96204
2024.04.25.11:00,6.96208,6.9641,6.96031,6.9641
2024.04.25.11:05,6.96419,6.96482,6.96208,6.96283
2024.04.25.11:10,6.9628,6.9628,6.96015,6.96087
2024.04.25.11:15,6.96087,6.96292,6.9605,6.96133
2024.04.25.11:20,6.96125,6.96316,6.96091,6.96158
2024.04.25.11:25,6.96164,6.96198,6.95839,6.95864
2024.04.25.11:30,6.95854,6.95963,6.9579,6.95853
2024.04.25.11:35,6.95853,6.95862,6.95684,6.95689
2024.04.25.11:40,6.9569,6.95799,6.95673,6.95792
2024.04.25.11:45,6.95785,6.95923,6.9576,6.95835
2024.04.25.11:50,6.95843,6.95873,6.95605,6.95632
2024.04.25.11:55,6.95635,6.95735,6.9558,6.95659
2024.04.25.12:00,6.95648,6.95815,6.95632,6.95678
2024.04.25.12:05,6.95669,6.95782,6.95601,6.95604
2024.04.25.12:10,6.95597,6.95903,6.95579,6.95843
2024.04.25.12:15,6.95842,6.9589,6.95795,6.95878
2024.04.25.12:20,6.95884,6.95999,6.95784,6.95813
2024.04.25.12:25,6.95817,6.95843,6.95563,6.95567
2024.04.25.12:30,6.95571,6.95676,6.95564,6.95657
2024.04.25.12:35,6.95657,6.95662,6.9543,6.95434
2024.04.25.12:40,6.95434,6.95441,6.95067,6.95093
2024.04.25.12:45,6.95087,6.951,6.94683,6.94749
2024.04.25.12:50,6.94762,6.95038,6.94749,6.94875
2024.04.25.12:55,6.94868,6.94987,6.94686,6.94939
2024.04.25.13:00,6.94938,6.94966,6.94669,6.94731
2024.04.25.13:05,6.9474,6.94824,6.94589,6.94605
2024.04.25.13:10,6.94634,6.94777,6.94605,6.94723
2024.04.25.13:15,6.94715,6.94763,6.94606,6.94681
2024.04.25.13:20,6.94672,6.94797,6.94624,6.94797
2024.04.25.13:25,6.94823,6.94845,6.94622,6.94644
2024.04.25.13:30,6.94651,6.94735,6.94434,6.94549
2024.04.25.13:35,6.94543,6.94707,6.94492,6.94561
2024.04.25.13:40,6.94561,6.9476,6.94561,6.94691
2024.04.25.13:45,6.9469,6.94934,6.94685,6.94914
2024.04.25.13:50,6.94915,6.9503,6.94914,6.94958
2024.04.25.13:55,6.94956,6.95056,6.94903,6.95013
2024.04.25.14:00,6.95013,6.95223,6.95001,6.95217
2024.04.25.14:05,6.95226,6.95315,6.95085,6.95151
2024.04.25.14:10,6.95152,6.95228,6.95105,6.95191
2024.04.25.14:15,6.95194,6.95333,6.95099,6.95113
2024.04.25.14:20,6.95112,6.95194,6.95037,6.95193
2024.04.25.14:25,6.95208,6.95441,6.952,6.95439
2024.04.25.14:30,6.9544,6.95464,6.95212,6.95303
2024.04.25.14:35,6.95304,6.95388,6.95286,6.95302
2024.04.25.14:40,6.95303,6.95372,6.95175,6.95246
2024.04.25.14:45,6.95253,6.95312,6.95133,6.95149
2024.04.25.14:50,6.95149,6.95196,6.95088,6.95149
2024.04.25.14:55,6.9515,6.95237,6.95086,6.95185
2024.04.25.15:00,6.95192,6.95203,6.94908,6.94912
2024.04.25.15:05,6.94915,6.94976,6.94901,6.94914
2024.04.25.15:10,6.94915,6.94957,6.94851,6.94873
2024.04.25.15:15,6.94862,6.94897,6.94804,6.94856
2024.04.25.15:20,6.94863,6.94863,6.94733,6.9477
2024.04.25.15:25,6.94768,6.94818,6.94703,6.94726
2024.04.25.15:30,6.94725,6.94847,6.94725,6.94817
2024.04.25.15:35,6.94821,6.94964,6.94805,6.94904
2024.04.25.15:40,6.94905,6.94976,6.94835,6.94908
2024.04.25.15:45,6.94905,6.95026,6.94847,6.95008
2024.04.25.15:50,6.95006,6.95159,6.95006,6.95131
2024.04.25.15:55,6.95141,6.95165,6.95014,6.95028
2024.04.25.16:00,6.9504,6.9508,6.94981,6.95011
2024.04.25.16:05,6.95021,6.95045,6.94985,6.94996
2024.04.25.16:10,6.94994,6.9503,6.94988,6.9501
2024.04.25.16:15,6.95011,6.95028,6.94995,6.95008
2024.04.25.16:20,6.94995,6.95017,6.94995,6.95017
2024.04.25.16:25,6.95027,6.95054,6.94999,6.9503
2024.04.25.16:30,6.95029,6.95029,6.95008,6.95018
2024.04.25.16:35,6.95015,6.95017,6.94986,6.9499
2024.04.25.16:40,6.94991,6.95005,6.94956,6.94961
2024.04.25.16:45,6.94961,6.9499,6.94932,6.94949
2024.04.25.16:50,6.94949,6.94965,6.94912,6.94964
2024.04.25.16:55,6.94946,6.95003,6.94934,6.94956
2024.04.25.17:00,6.94955,6.95038,6.94955,6.95016
2024.04.25.17:05,6.95015,6.95023,6.94965,6.94969
2024.04.25.17:10,6.94967,6.94985,6.94964,6.94973
2024.04.25.17:15,6.94977,6.95062,6.94955,6.94977
2024.04.25.17:20,6.94976,6.95067,6.94972,6.95059
2024.04.25.17:25,6.94976,6.95074,6.94974,6.95074
2024.04.25.17:30,6.95057,6.9509,6.94977,6.95061
2024.04.25.17:35,6.94977,6.95101,6.94974,6.95057
2024.04.25.17:40,6.95056,6.95091,6.9497,6.9497
2024.04.25.17:45,6.94989,6.9501,6.94919,6.9497
2024.04.25.17:50,6.94986,6.95007,6.94891,6.949
2024.04.25.17:55,6.94901,6.9503,6.94899,6.9502
2024.04.25.18:00,6.95024,6.95048,6.94955,6.94955
2024.04.25.18:05,6.94955,6.95016,6.94929,6.94938
2024.04.25.18:10,6.94929,6.94995,6.94929,6.94995
2024.04.25.18:15,6.94987,6.95039,6.94984,6.95032
2024.04.25.18:20,6.95033,6.95036,6.95015,6.95022
2024.04.25.18:25,6.95022,6.95092,6.95022,6.95076
2024.04.25.18:30,6.95076,6.95089,6.95025,6.95061
2024.04.25.18:35,6.95061,6.95092,6.95028,6.95076
2024.04.25.18:40,6.95072,6.9509,6.95039,6.95074
2024.04.25.18:45,6.95074,6.95074,6.95036,6.95073
2024.04.25.18:50,6.95078,6.95122,6.95077,6.95088
2024.04.25.18:55,6.95088,6.95091,6.95034,6.95058
2024.04.25.19:00,6.95055,6.95083,6.95042,6.95042
2024.04.25.19:05,6.95037,6.95045,6.94972,6.95017
2024.04.25.19:10,6.95021,6.95076,6.95014,6.95042
2024.04.25.19:15,6.95038,6.95049,6.95001,6.95013
2024.04.25.19:20,6.95013,6.95018,6.94973,6.95014
2024.04.25.19:25,6.95014,6.95017,6.94972,6.94988
2024.04.25.19:30,6.94988,6.9508,6.94979,6.95069
2024.04.25.19:35,6.95079,6.95091,6.95056,6.95082
2024.04.25.19:40,6.95081,6.95177,6.95063,6.95177
2024.04.25.19:45,6.95173,6.95173,6.95116,6.95142
2024.04.25.19:50,6.95142,6.95142,6.95082,6.95122
2024.04.25.19:55,6.95122,6.95204,6.95093,6.95175
2024.04.25.20:00,6.95186,6.95374,6.95179,6.95306
2024.04.25.20:05,6.95306,6.95449,6.95286,6.95337
2024.04.25.20:10,6.95338,6.95356,6.95247,6.95288
2024.04.25.20:15,6.95298,6.9539,6.95278,6.95278
2024.04.25.20:20,6.95275,6.95339,6.95203,6.95299
2024.04.25.20:25,6.95293,6.953,6.95176,6.95216
2024.04.25.20:30,6.95216,6.95238,6.95176,6.95205
2024.04.25.20:35,6.95207,6.95212,6.95145,6.95197
2024.04.25.20:40,6.95197,6.95242,6.95192,6.95216
2024.04.25.20:45,6.95214,6.95214,6.95137,6.95151
2024.04.25.20:50,6.95152,6.95196,6.95102,6.95123
2024.04.25.20:55,6.9514,6.95159,6.95099,6.95136
2024.04.25.21:00,6.95142,6.95245,6.95136,6.95226
2024.04.25.21:05,6.95223,6.95353,6.95205,6.95222
2024.04.25.21:10,6.95218,6.95374,6.95218,6.95349
2024.04.25.21:15,6.95346,6.95346,6.95162,6.9517
2024.04.25.21:20,6.95172,6.95279,6.95166,6.95262
2024.04.25.21:25,6.9526,6.95324,6.95243,6.95318
2024.04.25.21:30,6.95313,6.95313,6.9513,6.9517
2024.04.25.21:35,6.9517,6.95178,6.95087,6.95144
2024.04.25.21:40,6.95144,6.95175,6.95092,6.95098
2024.04.25.21:45,6.95103,6.95134,6.95064,6.95106
2024.04.25.21:50,6.95107,6.95113,6.95015,6.9504
2024.04.25.21:55,6.95039,6.95207,6.95035,6.95165
2024.04.25.22:00,6.95163,6.95187,6.9508,6.9508
2024.04.25.22:05,6.9508,6.95146,6.95066,6.95146
2024.04.25.22:10,6.95147,6.95189,6.95136,6.9516
2024.04.25.22:15,6.9516,6.9516,6.95106,6.95146
2024.04.25.22:20,6.95146,6.95207,6.95115,6.95188
2024.04.25.22:25,6.95189,6.95308,6.95189,6.95253
2024.04.25.22:30,6.95258,6.95292,6.95195,6.95203
2024.04.25.22:35,6.95204,6.95289,6.95179,6.95248
2024.04.25.22:40,6.95245,6.95514,6.95239,6.9551
2024.04.25.22:45,6.9551,6.95707,6.95503,6.95599
2024.04.25.22:50,6.95599,6.95603,6.95407,6.95407
2024.04.25.22:55,6.95408,6.95441,6.95366,6.95433
2024.04.25.23:00,6.95425,6.95435,6.95402,6.95417
2024.04.25.23:05,6.95424,6.95448,6.95366,6.9538
2024.04.25.23:10,6.95377,6.95512,6.95377,6.95415
2024.04.25.23:15,6.95412,6.95414,6.95292,6.95304
2024.04.25.23:20,6.95308,6.95431,6.95268,6.95336
2024.04.25.23:25,6.95338,6.95433,6.95273,6.95352
2024.04.25.23:30,6.95353,6.95496,6.95273,6.95482
2024.04.25.23:35,6.95482,6.95696,6.95444,6.95661
2024.04.25.23:40,6.95663,6.95698,6.95606,6.95659
2024.04.25.23:45,6.95658,6.9566,6.95572,6.95572
2024.04.25.23:50,6.95573,6.95582,6.95422,6.95543
2024.04.25.23:55,6.95542,6.95542,6.95418,6.95418
2024.04.26.00:00,6.95418,6.9552,6.95414,6.95511
2024.04.26.00:05,6.95512,6.95541,6.95464,6.95496
2024.04.26.00:10,6.955,6.95501,6.95414,6.95417
2024.04.26.00:15,6.95418,6.95465,6.95407,6.95463
2024.04.26.00:20,6.9546,6.95495,6.95437,6.95469
2024.04.26.00:25,6.9547,6.9548,6.95428,6.95441
2024.04.26.00:30,6.95447,6.95476,6.95405,6.95454
2024.04.26.00:35,6.9546,6.95533,6.95422,6.95519
2024.04.26.00:40,6.95521,6.95528,6.95458,6.95458
2024.04.26.00:45,6.9546,6.9546,6.95393,6.95409
2024.04.26.00:50,6.95409,6.95473,6.95409,6.95448
2024.04.26.00:55,6.95452,6.95467,6.95434,6.95458
2024.04.26.01:00,6.9546,6.9552,6.9546,6.95471
2024.04.26.01:05,6.9547,6.95505,6.95465,6.95484
2024.04.26.01:10,6.95475,6.95513,6.95363,6.9537
2024.04.26.01:15,6.95374,6.95446,6.95347,6.95356
2024.04.26.01:20,6.95359,6.95376,6.95202,6.95207
2024.04.26.01:25,6.95207,6.95266,6.95165,6.95242
2024.04.26.01:30,6.95246,6.95283,6.95243,6.95261
2024.04.26.01:35,6.95261,6.95273,6.95193,6.95239
2024.04.26.01:40,6.95235,6.95278,6.95228,6.95245
2024.04.26.01:45,6.95244,6.95321,6.95149,6.95179
2024.04.26.01:50,6.95178,6.95326,6.95177,6.95236
2024.04.26.01:55,6.95235,6.95321,6.95233,6.95234
2024.04.26.02:00,6.95234,6.95253,6.95109,6.95159
2024.04.26.02:05,6.95163,6.95189,6.9502,6.95116
2024.04.26.02:10,6.95121,6.9515,6.94908,6.94909
2024.04.26.02:15,6.94912,6.94975,6.94832,6.94942
2024.04.26.02:20,6.9494,6.95011,6.94829,6.94992
